,Score,Rating,Total_shot,Woodwork,Shot_onTarget,Shot_offTarget,Shot_blocked,Possession,Touches,Pass%,Total_pass,Acc_pass,Key_pass,Dribble_won,Dribble_att,Dribbled_past,Dribble%,Aerial_won,Aerial_won%,Off_aerial,Def_aerial,Succ_Tack,Tack_att,Was_dribbled,Tack%,Clearance,Intercept,Corner,Corner%,Disposs,Err,Foul,Offside,W,D,L,Result
753,1,0.3200000000000003,-2,0,0,-3,1,15.599999999999994,134,7,145,135,-2,0,5,0,-20,-5,-22,-1,1,3,3,0,4,6,-14,5,31,-8,0,4,2,1,0,0,W
754,0,-0.09999999999999964,9,1,2,7,0,-27.599999999999994,-244,-8,-260,-242,4,2,12,-2,-40,-4,-12,14,-14,-13,-15,-2,-26,-17,5,7,-33,3,0,-4,1,0,1,0,D
755,4,1.6900000000000004,16,1,5,7,4,26.799999999999997,226,6,215,207,16,7,3,-7,25,15,52,7,-7,8,1,-7,23,-17,-7,7,71,-4,1,2,-1,1,0,0,W
756,-2,-0.9400000000000004,4,0,-3,4,3,15.799999999999997,120,12,95,118,3,7,13,-7,12,-10,-24,10,-10,-13,-20,-7,9,-33,5,9,-14,7,0,0,0,0,0,1,L
757,0,0.14000000000000057,12,0,2,7,3,14.200000000000003,136,8,103,108,12,3,5,-3,-6,-5,-14,-1,1,-5,-8,-3,2,-3,-4,2,25,3,0,2,0,0,1,0,D
758,-1,-0.5700000000000003,3,1,1,5,-3,23.599999999999994,171,8,167,151,4,-1,-2,1,-8,-1,-4,-17,17,-10,-9,1,-16,1,-16,1,-7,11,0,-1,0,0,0,1,L
759,0,0.27000000000000046,20,0,5,7,8,49.800000000000004,328,28,342,334,14,6,4,-6,28,8,20,0,0,8,2,-6,29,-26,-7,6,-23,-6,0,-2,-1,0,1,0,D
760,0,0.0699999999999994,11,2,3,3,5,1.5999999999999943,4,1,15,15,7,-1,-3,1,7,0,0,18,-18,3,4,1,0,-17,4,2,-8,-1,-1,4,0,0,1,0,D
761,1,0.3100000000000005,-2,0,-2,3,-3,-10.599999999999994,-71,-5,-84,-79,-4,2,7,-2,-21,-2,-6,8,-8,5,3,-2,14,-3,9,7,-6,-10,0,2,-1,1,0,0,W
762,1,0.4899999999999993,-8,0,-3,-5,0,20.599999999999994,176,15,150,153,-9,2,5,-2,-12,5,12,-19,19,-7,-9,-2,-4,23,2,-8,78,4,-1,-1,2,1,0,0,W
763,2,0.7199999999999998,7,0,3,1,3,6.400000000000006,75,4,57,64,6,11,16,-11,18,-6,-25,0,0,1,-10,-11,29,-1,-1,4,17,-6,-2,6,-3,1,0,0,W
764,4,1.0599999999999996,5,0,6,1,-2,16.200000000000003,143,7,127,130,4,0,7,0,-32,11,30,-3,3,-8,-8,0,-21,-16,-2,3,-6,1,1,-3,0,1,0,0,W
765,1,0.3799999999999999,7,0,1,6,0,38.0,260,21,244,254,5,-2,5,2,-35,-3,-10,1,-1,-8,-6,2,-16,-10,1,0,33,1,0,3,3,1,0,0,W
766,-1,-0.4299999999999997,-2,0,-6,2,2,34.400000000000006,224,22,210,223,3,-2,-11,2,26,-5,-12,1,-1,2,4,2,-4,-38,-3,8,40,7,2,0,-4,0,0,1,L
767,0,-0.14999999999999947,1,0,-3,0,4,5.200000000000003,51,-3,41,24,-3,-1,3,1,-15,-8,-24,-2,2,-2,-1,1,-5,2,-2,-2,-21,-2,0,0,0,0,1,0,D
768,0,-0.0600000000000005,-8,0,-3,-2,-3,-55.0,-410,-43,-390,-405,-9,-6,-7,6,-20,-5,-12,-3,3,3,9,6,-14,17,7,-3,-23,-2,0,-3,-1,0,1,0,D
769,1,0.3200000000000003,3,0,3,-3,3,-4.599999999999994,-18,1,-29,-19,2,2,3,-2,7,2,6,2,-2,4,2,-2,13,8,2,1,-53,-5,0,-6,0,1,0,0,W
770,-1,-0.28000000000000025,5,0,-2,6,1,-0.5999999999999943,10,6,-11,10,9,-5,-5,5,-30,-1,-2,11,-11,-5,0,5,-36,0,-2,-2,-25,5,0,-3,2,0,0,1,L
771,0,-0.1899999999999995,7,0,-1,2,6,12.400000000000006,76,5,91,84,6,-3,-5,3,-1,3,8,2,-2,-5,-2,3,-12,-12,-6,1,-7,7,0,0,1,0,1,0,D
772,-1,-0.41000000000000014,-6,0,-3,-5,2,18.599999999999994,140,7,154,142,-6,0,2,0,-12,-4,-14,6,-6,5,5,0,10,-20,-4,4,-10,-7,-1,-4,1,0,0,1,L
773,0,0.0600000000000005,7,0,1,5,1,-1.5999999999999943,-11,3,-22,-9,6,-8,-19,8,15,-6,-20,8,-8,6,14,8,-12,-1,-2,0,29,5,0,-8,-1,0,1,0,D
774,1,0.3800000000000008,3,-1,3,-1,1,25.0,207,8,214,208,1,0,-2,0,12,-5,-24,1,-1,0,0,0,0,-3,-7,3,-60,2,0,0,-3,1,0,0,W
775,-2,-0.4800000000000004,-1,-1,-3,0,2,-9.400000000000006,-30,-4,-77,-65,-1,10,13,-10,13,10,18,-8,8,-9,-19,-10,14,-11,-1,0,37,6,0,-12,1,0,0,1,L
776,-3,-1.12,-2,0,-1,-2,1,-24.400000000000006,-207,-9,-185,-170,-4,-10,-12,10,-12,-4,-25,2,-2,5,15,10,-11,5,-1,-2,-20,-3,0,5,-2,0,0,1,L
777,1,0.3700000000000001,6,-1,2,2,2,33.599999999999994,224,23,208,215,6,5,9,-5,-2,-1,-4,-9,9,-8,-13,-5,2,-2,-2,6,7,4,0,-7,0,1,0,0,W
778,-2,-0.9399999999999995,-6,0,-5,-1,0,7.599999999999994,9,-5,45,16,-4,-13,-25,13,3,2,4,-3,3,14,27,13,-10,-16,-12,1,40,-2,1,3,3,0,0,1,L
779,4,1.1500000000000004,0,0,8,-2,-6,-3.799999999999997,-48,-4,-35,-48,0,1,7,-1,-12,5,30,-1,1,-9,-10,-1,-10,-3,3,1,-42,3,-1,-1,1,1,0,0,W
780,-1,-0.5099999999999998,-4,0,1,-2,-3,-28.0,-256,-12,-271,-266,-4,5,10,-5,4,-1,-2,3,-3,-4,-9,-5,13,-2,1,0,-20,-1,0,3,1,0,0,1,L
781,0,-0.1800000000000006,5,0,2,4,-1,-1.0,2,6,-17,6,4,-4,-1,4,-27,-11,-18,-7,7,-4,0,4,-17,-3,-11,2,0,1,0,5,-1,0,1,0,D
782,-1,-0.17999999999999972,12,1,0,8,4,17.799999999999997,119,10,132,135,9,3,3,-3,14,0,0,-4,4,3,0,-3,17,-12,-10,3,-35,-3,0,7,0,0,0,1,L
783,-2,-1.0599999999999996,-6,-1,-2,-3,-1,8.799999999999997,39,2,67,63,-5,-10,-12,10,-5,3,10,1,-1,-1,9,10,-22,-18,-2,3,-50,3,0,9,1,0,0,1,L
784,2,0.7599999999999998,10,0,2,5,3,-0.20000000000000284,-6,0,-7,-5,8,-3,1,3,-19,9,26,-3,3,2,5,3,-3,-3,-1,1,-13,-6,-1,-4,-3,1,0,0,W
785,-1,-0.16999999999999993,6,-1,-1,3,4,5.599999999999994,33,5,21,29,8,3,-1,-3,22,-4,-14,-14,14,-5,-8,-3,0,2,13,-3,4,9,-1,9,2,0,0,1,L
786,3,1.4100000000000001,14,0,7,4,3,16.599999999999994,172,9,141,156,13,15,16,-15,23,9,42,13,-13,-5,-20,-15,19,-11,-2,1,-17,4,-3,2,1,1,0,0,W
787,0,-0.03000000000000025,0,-1,2,-3,1,-14.599999999999994,-105,-9,-106,-109,-1,1,-8,-1,44,6,12,1,-1,7,6,-1,10,0,11,0,34,2,0,5,0,0,1,0,D
788,0,0.05999999999999961,1,0,-1,0,2,2.4000000000000057,44,3,24,29,2,4,2,-4,14,-5,-20,7,-7,-4,-8,-4,0,6,-1,0,60,6,0,-6,2,0,1,0,D
789,-4,-1.2799999999999994,0,1,-3,0,3,-2.200000000000003,-4,1,-40,-32,2,5,8,-5,-3,-3,-16,9,-9,-8,-13,-5,-1,-2,-3,-1,-55,5,1,-4,0,0,0,1,L
790,3,1.3200000000000003,-4,-1,2,-7,1,-18.799999999999997,-130,-9,-123,-122,1,2,2,-2,5,4,10,-4,4,6,4,-2,12,23,5,-2,27,-6,0,1,1,1,0,0,W
791,-1,-0.4899999999999993,-2,-1,0,-3,1,-21.599999999999994,-138,-11,-142,-136,-2,-2,-4,2,2,-3,-8,1,-1,7,9,2,2,8,0,-3,-33,-5,0,-2,3,0,0,1,L
792,-1,-0.1899999999999995,-14,0,0,-5,-9,-24.400000000000006,-233,-11,-224,-228,-9,-1,-5,1,10,9,20,9,-9,0,1,1,-2,12,13,-2,27,4,0,-3,0,0,0,1,L
793,0,-0.08000000000000007,6,0,5,1,0,17.0,115,10,112,119,4,-2,-4,2,6,-3,-10,-3,3,-3,-1,2,-11,-14,3,7,-14,5,0,-7,-2,0,1,0,D
794,0,0.2999999999999998,3,2,1,1,1,-11.400000000000006,-102,-3,-112,-99,3,11,6,-11,32,2,8,6,-6,-3,-14,-11,18,-7,10,7,-30,8,0,4,3,0,1,0,D
795,1,0.2999999999999998,-20,0,-3,-11,-6,-3.200000000000003,-8,0,-2,-1,-13,-5,-1,5,-20,2,10,-9,9,-6,-1,5,-17,25,-3,-9,23,2,0,-1,-1,1,0,0,W
796,1,0.22000000000000064,7,0,-1,3,5,21.400000000000006,118,12,124,129,7,-1,-1,1,-3,10,34,-12,12,-4,-3,1,-7,-8,4,7,6,4,-1,11,-1,1,0,0,W
797,0,-0.2699999999999996,-6,0,-4,-4,2,-7.799999999999997,-56,-3,-50,-45,-5,4,0,-4,23,-9,-26,-5,5,-13,-17,-4,-3,0,0,-1,-31,17,0,10,-3,0,1,0,D
798,4,1.4099999999999993,10,0,8,1,1,20.400000000000006,199,15,187,200,9,-5,-6,5,-17,5,20,-12,12,2,7,5,-14,24,-2,-3,67,-1,-1,2,-3,1,0,0,W
799,1,0.5599999999999996,3,0,4,-5,4,47.199999999999996,358,23,366,352,6,10,14,-10,11,17,42,1,-1,-11,-21,-10,5,-18,-2,6,50,7,0,5,-2,1,0,0,W
800,-1,-0.39000000000000057,3,0,2,1,0,0.5999999999999943,7,-1,16,11,1,-3,-7,3,15,2,6,10,-10,0,3,3,-9,2,1,-5,-57,4,0,-11,-6,0,0,1,L
801,1,0.14999999999999947,1,0,0,-1,2,-9.400000000000006,-88,-5,-83,-84,-6,-2,-6,2,13,-8,-30,0,0,5,7,2,3,-8,-4,4,-83,-1,0,-6,-1,1,0,0,W
802,0,-0.04999999999999982,4,0,1,-1,4,13.400000000000006,91,6,91,91,0,4,2,-4,18,1,4,3,-3,0,-4,-4,9,-13,1,4,-16,2,0,0,-2,0,1,0,D
803,-2,-0.8300000000000001,-9,0,-9,2,-2,14.799999999999997,157,5,126,119,-9,3,9,-3,-10,-4,-14,4,-4,-10,-13,-3,-1,-2,0,-3,7,4,0,-2,1,0,0,1,L
804,0,-0.09000000000000075,-3,0,0,-2,-1,-22.400000000000006,-155,-10,-167,-156,-1,-5,-7,5,-6,5,14,19,-19,-5,0,5,-15,6,1,-5,17,8,0,3,-3,0,1,0,D
805,1,0.4400000000000004,-3,0,-5,2,0,20.0,201,14,193,206,-1,3,2,-3,13,0,0,-20,20,-7,-10,-3,-2,14,-2,-5,21,8,-1,0,0,1,0,0,W
806,2,0.5800000000000001,4,-1,3,0,1,4.599999999999994,56,2,57,61,5,-2,-1,2,-14,3,10,-3,3,-3,-1,2,-9,4,-4,1,50,2,0,1,1,1,0,0,W
807,4,1.12,15,0,12,4,-1,29.400000000000006,311,11,305,304,12,-14,-18,14,-32,-4,-14,-4,4,-3,11,14,-31,2,-6,2,-25,7,0,-6,1,1,0,0,W
808,2,0.79,7,0,6,1,0,36.800000000000004,340,18,354,345,4,8,13,-8,2,3,12,-5,5,-1,-9,-8,17,-4,4,4,88,-4,0,5,1,1,0,0,W
809,0,-0.1299999999999999,1,0,1,-2,2,-14.799999999999997,-144,-8,-114,-109,0,-2,-3,2,-5,-3,-4,17,-17,-3,-1,2,-12,-14,5,1,-4,4,0,6,-1,0,1,0,D
810,-1,-0.33000000000000007,7,-1,2,2,3,9.200000000000003,68,4,72,63,7,-2,-7,2,21,-4,-6,12,-12,5,7,2,2,-17,6,-1,-35,0,0,1,4,0,0,1,L
811,3,1.2199999999999998,30,3,9,15,6,40.400000000000006,455,15,448,455,26,5,12,-5,-14,-2,-34,4,-4,-6,-11,-5,2,-37,4,13,62,-1,-2,2,-1,1,0,0,W
812,-4,-1.3999999999999995,-11,-1,-6,-4,-1,-32.0,-342,-15,-356,-363,-11,0,-1,0,5,2,8,6,-6,5,5,0,11,6,6,-2,33,-4,0,-2,2,0,0,1,L
813,4,1.42,4,1,4,3,-3,-4.799999999999997,-38,0,-36,-33,4,3,5,-3,-3,0,0,-4,4,-1,-4,-3,6,13,-1,-4,12,-1,0,4,0,1,0,0,W
814,-1,-0.4899999999999993,2,0,1,4,-3,11.400000000000006,110,3,110,101,0,-7,-8,7,-13,1,4,-7,7,1,8,7,-14,-8,1,-5,-17,0,0,-7,3,0,0,1,L
815,1,0.5499999999999998,4,1,4,2,-2,6.799999999999997,93,4,76,80,6,0,-7,0,27,6,22,-6,6,13,13,0,20,4,0,3,-4,-6,0,-6,1,1,0,0,W
816,-2,-0.6200000000000001,11,0,-2,12,1,10.599999999999994,88,1,89,73,8,4,2,-4,17,-1,-2,1,-1,6,2,-4,15,-15,-9,4,33,-4,0,-8,0,0,0,1,L
817,1,0.20000000000000018,-3,1,1,-3,-1,-20.599999999999994,-204,-9,-182,-187,-2,-7,-3,7,-33,-4,-16,8,-8,1,8,7,-16,3,0,-6,15,-5,0,12,0,1,0,0,W
818,1,0.5300000000000002,-2,0,2,-4,0,-18.400000000000006,-195,-7,-175,-171,-1,2,-6,-2,36,1,4,-19,19,13,11,-2,21,16,0,1,-50,-5,-2,12,0,1,0,0,W
819,3,0.9500000000000002,-3,-1,0,0,-3,3.4000000000000057,-20,-4,24,8,5,-2,3,2,-24,-9,-27,-2,2,2,4,2,1,1,-9,1,0,-7,0,8,-1,1,0,0,W
820,-2,-0.5999999999999996,20,1,2,8,10,34.400000000000006,315,19,309,316,17,6,-2,-6,31,4,10,-4,4,3,-3,-6,13,-23,-6,9,9,5,-1,3,1,0,0,1,L
821,-3,-0.9299999999999997,10,0,-6,11,5,8.400000000000006,89,4,71,76,5,1,-2,-1,14,0,0,2,-2,4,3,-1,9,-18,-5,3,50,-1,0,-10,0,0,0,1,L
822,1,0.28000000000000025,-12,0,-2,-7,-3,-18.599999999999994,-122,-7,-143,-135,-8,5,11,-5,-9,7,14,3,-3,-13,-18,-5,-5,21,-5,-8,49,7,1,3,-1,1,0,0,W
823,5,1.7700000000000005,15,0,9,4,2,26.0,246,12,225,234,14,10,10,-10,20,8,34,-8,8,-4,-14,-10,16,-14,4,8,67,4,-2,0,0,1,0,0,W
824,0,0.47999999999999954,-2,1,-3,-2,3,-34.400000000000006,-295,-18,-310,-306,-3,-6,-4,6,-15,9,36,9,-9,17,23,6,23,9,10,-3,5,-19,1,0,1,0,1,0,D
825,-2,-0.7700000000000005,-7,1,-6,-4,3,2.200000000000003,16,0,11,6,-13,-2,1,2,-14,8,25,16,-16,-4,-2,2,-7,-8,5,-3,-32,1,0,-1,0,0,0,1,L
826,1,0.41999999999999993,5,0,1,9,-5,33.199999999999996,341,25,302,326,4,10,23,-10,-9,-12,-25,-14,14,-5,-15,-10,18,-9,-4,0,-16,-8,0,-8,0,1,0,0,W
827,0,0.3799999999999999,10,0,4,2,4,17.0,174,8,160,159,9,19,18,-19,48,6,18,14,-14,4,-15,-19,41,-10,0,1,7,-3,1,1,-1,0,1,0,D
828,3,1.1300000000000008,11,1,6,6,-1,1.5999999999999943,19,0,10,9,9,6,10,-6,-27,7,18,-7,7,1,-5,-6,21,-2,0,-2,75,-5,-1,3,-1,1,0,0,W
829,-1,-0.14999999999999947,-3,0,-2,-1,0,-8.0,-66,-4,-81,-77,-4,8,7,-8,26,14,35,24,-24,3,-5,-8,30,-6,0,-1,0,-2,0,1,-2,0,0,1,L
830,-1,-0.35000000000000053,9,0,-1,7,3,-4.200000000000003,-26,-1,-59,-52,7,2,4,-2,-3,-1,-4,7,-7,0,-2,-2,3,-9,2,4,-80,-2,0,-7,0,0,0,1,L
831,1,0.41000000000000014,6,1,4,4,-2,-7.400000000000006,-57,-2,-67,-59,3,5,6,-5,7,-8,-22,-2,2,-2,-7,-5,8,-4,4,-1,-50,1,-2,-1,-1,1,0,0,W
832,-1,-0.10999999999999943,6,0,0,7,-1,18.799999999999997,142,8,110,104,7,7,4,-7,36,4,6,-6,6,2,-5,-7,25,-32,6,11,38,1,0,-8,0,0,0,1,L
833,2,0.8999999999999995,22,1,11,8,3,43.400000000000006,436,22,413,415,21,13,28,-13,22,8,28,-4,4,-19,-32,-13,23,-20,-2,11,33,4,0,-5,5,1,0,0,W
834,0,-0.16999999999999993,-10,0,-2,-5,-3,-25.599999999999994,-283,-13,-245,-261,-4,-7,-8,7,-9,-5,-16,3,-3,9,16,7,5,8,0,-3,-71,-8,0,9,-1,0,1,0,D
835,-2,-0.45999999999999996,12,-1,-1,4,9,6.599999999999994,58,4,36,48,11,8,10,-8,2,-2,-6,16,-16,4,-4,-8,19,-19,2,13,17,-6,2,4,0,0,0,1,L
836,1,0.1999999999999993,-1,0,2,-5,2,-16.400000000000006,-163,-13,-122,-150,0,-10,-17,10,8,-5,-14,1,-1,3,13,10,-20,6,-7,-6,-33,4,-2,0,-1,1,0,0,W
837,2,0.9500000000000002,9,2,3,5,1,0.20000000000000284,2,-2,-9,-11,6,5,15,-5,-6,9,20,19,-19,-7,-12,-5,8,-9,8,5,-57,-3,0,4,-2,1,0,0,W
838,3,1.04,10,0,3,2,5,40.400000000000006,452,16,433,429,11,4,2,-4,15,-4,-14,-2,2,2,-2,-4,11,5,-9,0,40,0,-1,-2,2,1,0,0,W
839,1,0.5,9,0,4,4,1,-6.200000000000003,-46,1,-61,-42,4,3,9,-3,-12,3,6,9,-9,12,9,-3,16,-3,-1,1,-17,-18,0,-8,2,1,0,0,W
840,4,1.3999999999999995,5,0,2,0,3,18.200000000000003,158,9,162,164,4,-2,-1,2,-10,7,26,-23,23,3,5,2,-2,-4,-2,2,67,-4,0,3,1,1,0,0,W
841,3,0.8500000000000005,-7,0,-1,-1,-5,-9.200000000000003,-54,-2,-46,-45,-10,-3,-4,3,0,-4,-12,-16,16,0,3,3,-7,27,-2,-12,-38,1,0,-2,2,1,0,0,W
842,1,0.6500000000000004,3,0,2,1,0,5.599999999999994,50,0,42,35,5,2,-4,-2,35,2,6,-2,2,4,2,-2,11,-5,0,-5,-67,2,0,1,2,1,0,0,W
843,1,0.4500000000000002,21,0,7,5,9,50.800000000000004,524,24,521,515,16,-1,-4,1,9,-1,-2,-9,9,7,8,1,7,-23,-12,10,40,-4,0,4,-1,1,0,0,W
844,4,1.2299999999999995,5,0,6,-1,0,-12.200000000000003,-90,-4,-91,-88,4,8,15,-8,-9,-8,-50,2,-2,-5,-13,-8,12,3,1,0,0,-2,0,5,-2,1,0,0,W
845,2,0.8899999999999997,12,1,6,5,1,-15.799999999999997,-172,-5,-182,-178,12,-2,-2,2,-3,6,28,8,-8,10,12,2,11,-7,5,4,24,-10,0,9,-2,1,0,0,W
846,-1,-0.4500000000000002,0,0,-1,0,1,23.799999999999997,214,13,228,241,1,0,-8,0,24,3,6,-5,5,4,4,0,4,-18,-18,5,-28,4,0,2,0,0,0,1,L
847,2,0.9299999999999997,14,-1,4,8,2,3.799999999999997,57,7,32,55,11,-1,-6,1,19,22,64,-4,4,1,2,1,-1,1,6,6,5,4,-1,-3,2,1,0,0,W
848,0,0.23999999999999932,-2,0,-1,1,-2,12.200000000000003,119,3,104,103,1,9,12,-9,-4,3,16,7,-7,7,-2,-9,24,-9,-2,1,-4,-10,3,-13,-2,0,1,0,D
849,-3,-0.8300000000000001,-9,0,-7,-1,-1,-29.400000000000006,-267,-14,-262,-265,-6,-7,-14,7,8,-3,-12,-1,1,9,16,7,-7,17,5,-3,0,-2,0,-1,2,0,0,1,L
850,0,0.07000000000000028,13,0,0,8,5,17.0,188,9,161,179,5,8,8,-8,13,-3,-14,1,-1,-7,-15,-8,6,-11,-1,2,25,7,0,0,-3,0,1,0,D
851,-1,-0.15000000000000036,16,0,5,10,1,6.799999999999997,38,0,40,34,12,-4,-5,4,-4,5,22,3,-3,13,17,4,19,-23,3,10,-8,-12,0,-5,0,0,0,1,L
852,1,0.3700000000000001,-3,0,-3,2,-2,-17.799999999999997,-152,-6,-161,-153,-5,-6,-9,6,-10,3,12,-9,9,7,13,6,-9,12,9,-1,17,-4,-1,5,-2,1,0,0,W
853,0,0.03000000000000025,1,0,-2,-1,4,10.200000000000003,85,3,94,92,1,0,2,0,-6,5,18,-3,3,3,3,0,4,-18,0,7,-6,-5,0,-6,0,0,1,0,D
854,1,0.41999999999999993,14,2,5,7,2,26.599999999999994,219,10,238,225,9,4,3,-4,13,8,25,-10,10,-8,-12,-4,2,-11,-11,1,-30,9,0,-2,-3,1,0,0,W
855,-2,-1.0600000000000005,-8,0,-6,-4,2,-23.0,-204,-13,-204,-206,-9,-4,1,4,-30,11,34,21,-21,-12,-8,4,-28,-14,4,-1,-43,7,1,-6,0,0,0,1,L
856,-1,-0.33000000000000007,10,0,2,9,-1,47.800000000000004,380,27,353,359,8,4,2,-4,17,7,24,-7,7,-3,-7,-4,5,-24,-7,11,-27,5,0,1,6,0,0,1,L
857,3,1.0,10,1,8,3,-1,18.599999999999994,195,7,199,201,11,5,4,-5,11,1,6,1,-1,-4,-9,-5,2,-20,-10,8,50,5,0,1,-3,1,0,0,W
858,-3,-0.8399999999999999,-3,0,-3,1,-1,-28.800000000000004,-305,-10,-272,-265,1,-5,-3,5,-13,8,25,18,-18,9,14,5,2,7,-9,-4,50,-13,0,12,-1,0,0,1,L
859,-3,-1.1599999999999993,1,0,-1,-1,3,14.200000000000003,114,5,125,124,-3,-14,-16,14,-9,5,22,1,-1,3,17,14,-14,-16,1,2,-25,-1,0,1,1,0,0,1,L
860,1,0.33999999999999986,11,0,6,5,0,-2.799999999999997,-1,1,-33,-17,9,5,0,-5,33,1,2,-5,5,-9,-14,-5,7,1,0,6,0,14,0,3,1,1,0,0,W
861,2,0.96,26,0,7,17,2,43.400000000000006,450,21,424,430,18,6,9,-6,-3,1,4,-3,3,-2,-8,-6,10,-20,-8,6,50,-1,0,-4,0,1,0,0,W
862,3,1.3399999999999999,11,0,3,3,5,-13.200000000000003,-148,-2,-143,-131,6,2,3,-2,-1,-3,-16,1,-1,0,-2,-2,3,-2,14,4,83,-1,-1,-1,1,1,0,0,W
863,0,0.020000000000000462,-1,0,0,1,-2,2.0,14,3,-6,7,-3,-1,-6,1,15,-7,-16,11,-11,2,3,1,1,-9,1,7,-27,3,2,-10,3,0,1,0,D
864,1,0.4800000000000004,-1,0,-1,3,-3,2.4000000000000057,52,3,25,34,-1,7,13,-7,11,-1,-4,-3,3,4,-3,-7,20,10,1,3,-22,-10,1,2,-2,1,0,0,W
865,4,1.3600000000000003,3,-1,1,2,0,4.0,62,2,34,39,4,8,2,-8,49,-6,-34,0,0,14,6,-8,40,8,-4,-1,30,-8,0,-5,4,1,0,0,W
866,2,1.0099999999999998,-3,1,1,-2,-2,-9.200000000000003,-58,1,-73,-55,3,0,-7,0,23,-1,-4,-1,1,11,11,0,12,29,8,-6,-43,-5,-1,3,-2,1,0,0,W
867,-1,-0.2599999999999998,18,-1,2,6,10,17.599999999999994,145,7,126,121,12,0,6,0,-25,2,4,5,-5,1,1,0,2,-24,-8,7,-17,-7,0,-2,2,0,0,1,L
868,1,0.4400000000000004,-1,0,4,-3,-2,-22.799999999999997,-204,-9,-210,-207,0,0,1,0,-6,14,32,10,-10,0,0,0,0,3,1,2,-47,-1,0,-1,3,1,0,0,W
869,0,-0.33000000000000007,-6,-2,-1,-3,-2,-9.400000000000006,-110,-1,-103,-92,-7,-14,-19,14,-22,-6,-30,6,-6,10,24,14,-21,-4,6,1,-42,-5,0,-4,0,0,1,0,D
870,-1,-0.34999999999999964,5,0,-2,9,-2,-19.799999999999997,-200,-11,-205,-208,5,-1,-5,1,16,6,12,28,-28,5,6,1,7,-26,-4,3,-32,-1,0,3,0,0,0,1,L
871,-1,-0.3100000000000005,1,0,-2,2,1,26.200000000000003,223,14,219,218,1,6,11,-6,12,-1,-2,13,-13,-5,-11,-6,14,-22,2,0,-40,0,0,3,2,0,0,1,L
872,-3,-0.6699999999999999,-13,0,-5,-1,-7,-48.400000000000006,-458,-19,-472,-467,-8,4,2,-4,21,9,40,7,-7,11,7,-4,33,14,5,-10,52,-9,0,-3,3,0,0,1,L
873,0,0.20999999999999996,-6,0,-2,-5,1,13.799999999999997,159,5,127,127,-5,12,17,-12,-11,-5,-22,-7,7,-10,-22,-12,12,4,9,1,13,5,-1,-5,2,0,1,0,D
874,0,-0.3200000000000003,10,0,1,2,7,-0.20000000000000284,-9,0,-19,-13,6,1,0,-1,7,-7,-14,27,-27,-11,-12,-1,-13,-10,2,10,20,12,0,-4,-1,0,1,0,D
875,5,1.5599999999999996,6,0,10,-3,-1,27.400000000000006,255,12,242,244,2,8,14,-8,2,1,4,-7,7,-6,-14,-8,8,-2,-10,5,8,0,-1,-5,0,1,0,0,W
876,2,1.0900000000000007,7,1,3,0,4,-29.0,-265,-9,-277,-264,7,7,3,-7,21,1,2,9,-9,6,-1,-7,20,-5,5,2,47,-2,0,4,0,1,0,0,W
877,0,-0.1800000000000006,-13,1,1,-9,-5,-28.599999999999994,-268,-19,-248,-252,-9,-8,-8,8,-12,8,14,2,-2,2,10,8,-10,12,2,0,-33,-2,1,1,2,0,1,0,D
878,2,0.6600000000000001,1,0,1,0,0,4.200000000000003,27,3,26,33,1,5,9,-5,-5,10,30,-12,12,-9,-14,-5,-8,9,-3,7,18,5,-1,8,1,1,0,0,W
879,0,-0.20000000000000018,6,-1,1,5,0,2.4000000000000057,35,0,18,13,1,2,7,-2,-12,-3,-8,-11,11,-10,-12,-2,-9,-3,-4,5,33,5,0,0,0,0,1,0,D
880,0,-0.020000000000000462,-5,0,1,-5,-1,12.200000000000003,127,9,106,122,-2,0,-9,0,21,-8,-22,-8,8,3,3,0,4,1,4,2,-75,6,0,-1,1,0,1,0,D
881,0,-0.0600000000000005,-1,0,-2,1,0,-11.799999999999997,-128,-3,-127,-124,-4,2,8,-2,-20,1,2,11,-11,0,-2,-2,4,7,1,-6,57,-6,0,7,-2,0,1,0,D
882,1,0.54,8,0,6,2,0,25.0,239,8,226,221,5,7,10,-7,-3,2,8,-14,14,-5,-12,-7,6,0,-6,-3,100,2,-2,2,3,1,0,0,W
883,2,0.75,7,0,4,2,1,-8.799999999999997,-103,-6,-98,-110,3,7,12,-7,-4,9,34,-9,9,1,-6,-7,9,-9,-9,5,100,-6,-1,-3,-2,1,0,0,W
884,3,1.0300000000000002,16,0,4,3,9,24.799999999999997,271,10,244,248,20,1,2,-1,0,5,22,5,-5,-1,-2,-1,1,-5,1,5,-57,0,2,4,-1,1,0,0,W
885,2,0.8799999999999999,11,0,10,0,1,11.400000000000006,113,10,98,110,10,-2,-9,2,23,2,4,-4,4,14,16,2,5,-6,3,3,40,-7,1,-7,2,1,0,0,W
886,-1,-0.3799999999999999,-5,0,-2,-3,0,-25.200000000000003,-226,-14,-232,-238,-8,-2,-4,2,3,-12,-36,14,-14,2,4,2,-1,12,9,-2,-8,0,0,-2,1,0,0,1,L
887,3,0.9100000000000001,7,0,5,2,0,-9.0,-96,-2,-80,-73,3,2,-2,-2,14,-1,-4,-3,3,6,4,-2,9,0,0,1,33,-2,0,4,-1,1,0,0,W
